,AS51 Index,,BHP AT Equity,,,,,CSL AT Equity,,,,,RIO AT Equity,,,,,CBA AT Equity,,,,,WOW AT Equity,,,,,WES AT Equity,,,,,TLS AT Equity,,,,,AMC AT Equity,,,,,BXB AT Equity,,,,,FPH AT Equity,,,,
10/10/19,0.0169,6547.076,-0.1708,35.07,35.0227,4880716,168951.7578,0.3977,239.81,239.3943,500836,108839.9524,0.1937,87.92,87.7569,1140997,126878.0499,-0.1023,78.1,78.0595,1635549,138255.7055,0.8719,37.02,36.9572,2853120,46690.1156,0.6979,38.96,38.9443,1271432,44174.4158,0.5731,3.51,3.502,17509558,41745.4755,1.173,13.8,13.8308,3840919,22286.42,3.5422,11.4,11.3722,6078986,17845.49,-2.0258,15.96,16.0439,284813,9165.361
11/10/19,0.9123,6606.807,2.1386,35.82,35.8399,5226574,173177.1904,1.9724,244.54,244.5661,763016,110986.706,2.3317,89.97,89.9904,1759839,131651.7194,0.8579,78.77,78.7259,2361404,139441.766,0.2431,37.11,37.0688,1853375,46803.6248,0.77,39.26,39.2672,1282240,44514.5679,1.7094,3.57,3.5585,24299619,42459.0733,1.087,13.95,13.9146,1781634,22528.6637,1.7544,11.6,11.6016,4418544,18158.5687,0,15.96,15.9554,257289,9165.361
14/10/19,0.5421,6642.586,1.9821,36.53,36.5353,5191839,173220.0123,-0.3271,243.74,244.1843,445372,110623.6187,2.1563,91.91,92.0858,1543480,129773.7041,0.3809,79.07,79.2502,1212377,139972.8378,0.4312,37.27,37.3694,2318790,47005.4189,1.0188,39.66,39.6587,1155760,44968.104,-1.6807,3.51,3.5265,18327412,41745.4755,1.2903,14.13,14.1436,1863979,22819.3561,0.8621,11.41,11.4705,3911102,17861.1439,7.0175,17.08,16.9939,413802,9808.5442
15/10/19,0.1418,6652.007,-1.2319,36.08,36.0306,3809696,171754.6159,1.9078,248.39,247.3938,624215,112734.0636,-1.4253,90.6,90.6542,1288053,128705.7418,0.3035,79.31,79.1393,957243,140397.6953,0.2951,37.38,37.377,957008,47144.1524,-0.3278,39.53,39.5526,1463052,44820.7048,0.8547,3.54,3.5382,17568666,42102.2744,-0.4246,14.07,14.1296,4755075,22722.4586,1.0517,11.53,11.5033,3882212,18048.9912,2.3419,17.48,17.5048,582762,10039.1884
16/10/19,1.2708,6736.543,-0.1109,36.04,36.0634,5722625,171278.336,1.856,253,251.6523,920450,114826.3541,-0.872,89.81,90.2541,1298238,127438.5475,1.4122,80.43,80.2267,2925785,142380.3635,2.488,38.31,38.1088,2547480,48317.0808,2.8333,40.65,40.372,2844677,46090.6058,1.9774,3.61,3.5926,17434694,42934.8053,0.4975,14.14,14.1395,2899869,22835.5057,1.1275,11.66,11.6179,5633364,18252.4924,3.1465,18.03,17.9036,538361,10355.0668
17/10/19,-0.7698,6684.684,-3.2741,34.86,35.1733,8004817,166560.5579,-0.1621,252.59,254.5683,814431,114640.2718,-2.8839,87.22,87.6025,2353765,125847.1917,-0.3979,80.11,80.3284,3174599,141813.8869,-0.9919,37.93,38.0406,4714744,47837.8197,-0.492,40.45,40.5642,1567948,45863.8378,-0.554,3.59,3.5944,23008465,42696.9393,-1.2023,13.97,13.9742,4181099,22560.9628,0,11.66,11.7097,4326939,18252.4924,-1.9967,17.67,17.8739,458955,10148.31
18/10/19,-0.5236,6649.684,-0.2008,34.79,34.8178,5328132,166292.4511,-0.6414,250.97,251.132,512217,113905.0201,0.7452,87.87,87.9612,1215192,126340.9576,-0.5867,79.64,79.5068,2038298,140981.8743,-1.16,37.49,37.5024,1693539,47282.8859,-0.3956,40.29,40.2594,1909570,45682.4234,-0.2786,3.58,3.5952,20295814,42578.0063,0.7158,14.07,14.0713,1629797,22722.4586,2.4014,11.94,11.8771,5813678,18663.1524,-0.6791,17.55,17.5815,489316,10079.3911
21/10/19,0.0448,6652.508,0.5461,34.98,34.9206,2451155,167037.6846,-0.6176,249.42,249.7202,656620,113201.5385,0.2845,88.12,87.9868,598084,127387.4686,0.1883,79.79,79.525,1513877,141247.4103,-0.0267,37.48,37.3911,2355962,47270.2737,1.0424,40.71,40.6148,1216297,46158.6363,0.5587,3.6,3.579,12991380,42815.8723,0.2843,14.11,14.0846,2815141,22787.0569,1.5913,12.13,12.0895,6149483,18955.4049,0.2849,17.6,17.5502,223129,10108.1073
22/10/19,0.2957,6672.182,1.1721,35.39,35.2935,4218058,168724.1033,0.5332,250.75,250.6887,459786,113805.1711,1.4866,89.43,89.3947,1195215,128383.1173,-0.1629,79.66,79.6699,1450336,141017.2791,-0.08,37.45,37.4814,1508408,47232.4373,-0.958,40.32,40.3931,1794596,45716.4386,0.2778,3.61,3.6049,17743307,42934.8053,0.6378,14.2,14.2011,3465348,22932.4031,0,12.13,12.1745,5767226,18955.4049,0.4545,17.68,17.6767,181348,10154.0533
23/10/19,0.0136,6673.092,0.0283,35.4,35.3275,3919099,169400.0063,-0.0439,250.64,249.5352,581550,113755.2466,0.4137,89.8,89.9335,971068,128938.5818,0.3515,79.94,79.7433,1783531,141512.9462,-0.3204,37.33,37.2419,1297414,47081.0917,-0.124,40.27,40.1803,1137532,45659.7465,-1.108,3.57,3.5674,15520594,42459.0733,-0.7746,14.09,14.1062,2969554,22754.7578,0.2473,12.16,12.1485,3767639,18997.696,-0.6222,17.57,17.5629,232328,10090.8776
24/10/19,0.308,6693.647,0.9887,35.75,35.7549,4651879,170781.8941,0.8418,252.75,252.9065,679132,114712.8893,0.657,90.39,90.6168,1098212,129616.8627,0.4378,80.29,80.2418,2426692,142132.53,0.5893,37.55,37.528,1362163,47358.5587,0.7201,40.56,40.5359,1172401,45988.5602,-0.8403,3.54,3.5615,12942672,42102.2744,-0.3549,14.04,14.0642,1782630,22674.0099,-0.4112,12.11,12.2048,3943818,18921.0063,0.7399,17.7,17.6609,197749,10165.5397
25/10/19,0.6837,6739.221,0.0559,35.77,35.7541,5296375,171147.3415,1.5905,256.77,256.6756,1687713,116537.4029,0.4647,90.81,90.8117,1856714,130665.7201,0.5106,80.7,80.5925,4235620,142858.3282,1.012,37.93,37.8898,2488264,47837.8197,1.2081,41.05,40.9953,2516624,46544.1419,0.565,3.56,3.5582,14951180,42340.1404,-0.0712,14.03,13.993,3285935,22657.8603,0.9909,12.23,12.2225,3245105,19108.9351,0.565,17.8,17.7256,405237,10222.9722
28/10/19,0.0221,6740.707,1.1183,36.17,36.181,3874986,173181.501,-0.2103,256.23,256.9052,446454,116292.319,0.4845,91.25,91.5709,664716,131368.0884,-0.2726,80.48,80.5752,1464194,142468.8755,-0.3427,37.8,37.8928,1365121,47673.862,-0.1218,41,41.0369,957085,46487.4499,0,3.56,3.5644,14269976,42340.1404,0.7128,14.13,14.1652,2405995,22819.3561,-0.4906,12.17,12.179,2594405,19015.7883,0.7303,17.93,17.8855,198916,10297.6343
29/10/19,0.0737,6745.418,1.2441,36.62,36.5994,4944601,174283.8887,0.2498,256.87,257.0207,493178,116585.1754,1.0411,92.2,92.2515,935388,131788.7548,-0.0249,80.46,80.3937,1510421,142433.4707,-0.1852,37.73,37.8324,1533919,47585.5771,-0.2195,40.91,40.9399,1122119,46385.4043,-0.2809,3.55,3.5408,20335821,42221.2074,-1.9816,13.85,13.9151,5433893,22367.1679,-1.2325,12.02,12.049,5897019,18781.4113,-0.8366,17.78,17.8438,335894,10211.4857
30/10/19,-0.8292,6689.482,-1.1469,36.2,36.2019,4179313,172047.4704,-0.5684,255.41,255.961,548822,115922.5275,-1.0846,91.2,91.2183,854718,129208.8788,-0.957,79.69,79.8256,2351351,141070.3863,-1.4047,37.2,37.2712,2230272,46917.134,-1.6622,40.23,40.3317,1747120,45614.3929,-1.6901,3.49,3.5093,32160604,41507.6095,-0.722,13.75,13.7719,2363641,22205.6721,-0.9983,11.9,11.9272,4513823,18593.9097,-0.5624,17.68,17.6965,282850,10154.9217
31/10/19,-0.3903,6663.374,-0.6906,35.95,35.8853,4483073,170753.9199,0.2427,256.03,256.4634,564355,116203.9259,-0.3509,90.88,90.7548,973467,128170.109,-1.2925,78.66,78.7064,2827605,139247.0396,0.3226,37.32,37.3512,1830873,47068.4796,-1.1683,39.76,39.8387,2400026,45081.488,0,3.49,3.4892,17087883,41507.6095,1.3091,13.93,13.9253,2475180,22496.3645,0.5882,11.97,11.932,4574125,18703.3725,0.5656,17.78,17.7408,267276,10212.3591
1/11/19,0.0859,6669.095,-0.6954,35.7,35.6188,6753664,171318.1806,1.0233,258.65,258.4324,525859,117393.0611,-0.4291,90.49,90.286,1044720,131306.6512,-0.5339,78.24,77.9907,3088225,138503.539,0.911,37.66,37.6073,2061648,47497.2921,0.503,39.96,39.9396,1175898,45308.2561,0.8596,3.52,3.5176,13914764,41864.4084,0.4307,13.99,13.9918,2700439,22593.262,0.0835,11.98,11.9845,2933285,18718.9977,0.5624,17.88,17.8606,369772,10269.7964
4/11/19,0.2665,6686.866,2.1849,36.48,36.4532,6183219,175521.6939,0.348,259.55,260.3585,484769,117801.5427,3.5363,93.69,93.6382,2230173,135378.9081,-1.521,77.05,77.0905,3840544,136396.954,0.1328,37.71,37.7495,1648881,47560.3528,0.6006,40.2,40.207,1254542,45580.3777,0,3.52,3.5238,14558160,41864.4084,1.0007,14.13,14.1303,1907748,22819.3561,0.4174,12.03,12.0434,2374694,18794.2464,1.7338,18.19,18.1757,548401,10447.8522
5/11/19,0.1534,6697.124,1.2884,36.95,36.9462,5898441,178431.0577,0.4623,260.75,260.8653,383862,118346.1848,1.2275,94.84,94.8724,1529149,136768.3123,0.8436,77.7,77.7291,3036286,137547.6097,-0.053,37.69,37.7121,1295768,47535.1285,0.5224,40.41,40.4542,1333871,45818.4842,-0.5682,3.5,3.5017,9993206,41626.5425,0.8493,14.25,14.2984,2164153,23013.151,0.4988,12.09,12.0824,2853330,18885.2244,0.8796,18.35,18.2903,375611,10539.7519
6/11/19,-0.5385,6660.158,1.4885,37.5,37.5075,7138070,180099.7716,-0.8629,258.5,260.1825,643342,117324.9809,0.2847,95.11,95.2136,1262004,137141.4786,0.3861,78,78.1543,2684846,138078.6815,-0.849,37.37,37.4979,1644268,47131.5403,-1.3858,39.85,39.9206,1737119,45183.5336,-0.8571,3.47,3.4784,20967546,41269.7436,0,14.25,14.2832,4596756,23013.151,-1.2407,11.94,12.0014,3280200,18646.3275,0.109,18.37,18.3599,369978,10551.2394
7/11/19,0.9981,6726.634,-0.4,37.35,37.2848,5847439,178704.5039,1.087,261.31,261.0144,791760,118600.3511,0.0526,95.16,94.9888,1208775,136040.7467,1.3333,79.04,78.9338,3340465,139919.7306,2.1943,38.19,38.0844,2865796,48165.7352,2.4341,40.82,40.6915,1879762,46283.3587,1.1527,3.51,3.4962,19350939,41745.4755,0.7018,14.35,14.3588,3943550,23174.6468,0.7538,12.03,12.0082,4012400,18786.8777,1.3065,18.61,18.5421,291066,10689.089
8/11/19,-0.0327,6724.111,-0.1339,37.3,37.3077,5702657,177852.0765,0.0115,261.34,260.8708,369026,118613.9671,0.0736,95.23,95.1369,1478685,133511.0529,0.1645,79.17,79.1018,1773150,140149.8618,-1.3354,37.68,37.7349,1976858,47522.5164,-0.0245,40.81,40.815,1263987,46272.0203,0,3.51,3.5017,13560858,41745.4755,1.0453,14.5,14.5331,7638892,23416.8905,0,12.03,12.0131,3549445,18786.8777,1.3971,18.87,18.7927,543425,10838.4261
11/11/19,0.9396,6772.525,-0.3217,37.18,37.1049,4133988,176583.2754,3.528,270.56,268.6033,654698,122798.6338,-2.3627,92.98,93.1467,1498853,131750.4292,1.1115,80.05,79.9811,2818260,141707.6725,0.8227,37.99,37.9691,2634647,47913.4925,1.1027,41.26,41.2083,1485058,46782.2484,0.5698,3.53,3.521,13823398,41983.3414,-0.3448,14.45,14.4706,11434326,23411.0494,0.4988,12.09,12.0933,2609547,18860.3729,1.9078,19.23,19.0947,1447145,11045.2005
12/11/19,-0.064,6752.971,-0.2152,37.1,36.9546,4993538,176594.4721,-1.4969,266.51,267.185,763780,120960.4668,0.4087,93.36,92.8407,1270245,132149.2784,0.9744,80.83,80.5848,3219212,143088.4594,0.1579,38.05,38.0464,1586105,47989.1653,-0.1212,41.21,41.1794,1098426,46725.5564,0,3.53,3.5269,13851463,41983.3414,-0.4844,14.38,14.3638,3990372,23297.6395,0,12.09,11.9983,3535490,18860.3729,0.26,19.28,19.3484,409796,11073.9192
13/11/19,-0.8087,6698.358,-0.8356,36.79,36.7853,5847833,174927.181,0.1501,266.91,267.604,657412,121142.0141,-1.671,91.8,91.8518,1526374,129970.1371,-1.9671,79.24,79.7441,3275922,140273.7785,-0.657,37.8,37.94,1821428,47673.862,-1.0677,40.77,40.8432,1290517,46226.6667,-1.1331,3.49,3.5034,22082908,41507.6095,-0.4172,14.32,14.3823,2755754,23200.431,0.1654,12.11,12.1546,2419731,18879.0265,0.4149,19.36,19.3545,733370,11119.869
14/11/19,0.7415,6735.053,0.0544,36.81,36.5934,4319891,175592.0584,1.0341,269.67,269.8189,547707,122394.6909,0.61,92.36,91.9802,1064343,131529.5128,0.6689,79.77,79.5842,1906234,141212.0055,2.4339,38.72,38.6658,2256028,48834.1782,0.9566,41.16,41.1013,1512877,46668.8644,2.5788,3.58,3.5531,36199144,42578.0063,2.1648,14.63,14.6212,3248845,23702.6749,1.4864,12.29,12.2568,2968638,19159.6396,1.8595,19.72,19.6645,416212,11326.6435
15/11/19,0.8779,6793.721,1.2768,37.28,37.2898,7293198,177443.0039,1.8801,274.74,273.5848,564703,124695.8037,1.2776,93.54,93.1689,1166056,133244.6286,1.1533,80.69,80.5723,2651459,142840.6258,0.6198,38.96,38.9875,1350731,49136.8694,2.0651,42.01,41.9439,2396933,47632.6286,0.5587,3.6,3.5882,31330290,42815.8723,0.4785,14.7,14.7509,2279068,23816.0849,0.9764,12.41,12.3914,2147731,19346.7151,-0.9635,19.53,19.6018,361775,11217.5125
18/11/19,-0.389,6766.821,0.2146,37.36,37.3699,2895486,177770.1395,-1.0009,271.99,272.3277,447126,123447.6656,0.8659,94.35,94.3885,899888,134184.9313,-0.4338,80.34,80.2169,1358914,142221.042,-0.154,38.9,38.8343,1062685,49061.1966,0.3809,42.17,42.1359,1112455,47814.043,-1.3889,3.55,3.554,16073204,42221.2074,-0.7483,14.59,14.5817,1831641,23637.8693,-0.967,12.29,12.2588,2247265,19149.0016,-0.6656,19.4,19.387,332101,11142.844
19/11/19,0.7004,6814.219,0.2944,37.47,37.4186,5793181,178525.9699,0.8383,274.27,272.821,684648,124482.4855,0.9009,95.2,95.0014,1089223,135206.5531,0.4108,80.67,80.319,2557115,142805.221,1.2082,39.37,39.3112,4844895,49653.9668,0.9723,42.58,42.5205,2280019,48278.9175,1.4085,3.6,3.5801,22201154,42815.8723,1.2337,14.77,14.7624,3619424,23929.4948,1.1391,12.43,12.3734,2793673,19367.1351,-0.0515,19.39,19.3222,582416,11137.1002
20/11/19,-1.3471,6722.422,-0.6138,37.24,37.2189,4153944,177606.6396,-1.4949,270.17,270.3556,606081,122621.6251,-0.8298,94.41,94.312,911032,133722.8539,-1.3264,79.6,79.5541,2972717,140911.0648,-1.4732,38.79,38.7676,1692952,48922.4631,-0.822,42.23,42.2556,1487965,47882.0734,-0.5556,3.58,3.5799,25252129,42578.0063,-0.2031,14.74,14.7342,5500239,23880.8905,-0.9654,12.31,12.303,4032286,19180.1635,0.1031,19.41,19.3556,338916,11148.8511
21/11/19,-0.7365,6672.912,-1.3695,36.73,36.7276,6880939,175240.7714,-1.1733,267,267.2238,922648,121182.8623,-1.1757,93.3,93.2168,1281539,132800.4389,-0.3392,79.33,79.2808,3337094,140433.1001,-0.6445,38.54,38.4778,1897937,48607.1598,-0.1894,42.15,42.0394,1664442,47791.3662,-0.5587,3.56,3.5574,24839112,42340.1404,-1.4925,14.52,14.5045,6577939,23524.4593,-1.381,12.14,12.1345,4895316,18915.2872,0.4637,19.5,19.5009,602558,11200.5459
22/11/19,0.5525,6709.777,1.2524,37.19,37.1981,4699558,177877.6115,0.9925,269.65,269.7702,642656,122385.6135,0.8039,94.05,94.1155,946178,133955.1728,0.3404,79.6,79.4867,3097801,140911.0648,1.4011,39.08,39.1011,2394303,49288.215,-0.1186,42.1,42.1634,1481912,47734.6742,0,3.56,3.5751,15556456,42340.1404,1.9972,14.81,14.7844,3673970,23994.3005,1.8946,12.37,12.3411,3315848,19273.6493,-0.8718,19.33,19.3148,375777,11102.9001
25/11/19,0.3224,6731.408,1.7747,37.85,37.8262,5672661,180660.3233,1.3944,273.41,272.867,709602,124092.1587,1.9883,95.92,95.9239,1231549,136193.405,0.3643,79.89,79.982,2015514,141424.4342,-0.1535,39.02,39.0352,1440939,49212.5422,-0.1188,42.05,42.0708,1382427,47677.9822,1.9663,3.63,3.6144,19042078,43172.6712,1.2829,15,15.0054,4951398,24302.1274,1.0509,12.5,12.5015,3017557,19476.2018,1.5003,19.62,19.5857,244969,11269.4723
26/11/19,0.8337,6787.53,0.1321,37.9,37.9056,11872879,181052.3951,2.3115,279.73,278.5088,1043894,126960.607,0.0626,95.98,96.0641,1844096,136570.6105,1.064,80.74,80.5688,4528389,142929.1378,0.41,39.18,39.1965,4160286,49414.3363,-0.6421,41.78,41.8959,4514075,47371.8453,-0.551,3.61,3.6187,38344694,42934.8053,1,15.15,15.1394,4696696,24545.1487,0.32,12.54,12.5477,7393095,19538.5256,0,19.62,19.6342,332891,11269.4723
27/11/19,0.9424,6850.601,1.1873,38.35,38.2586,5659187,182310.2254,0.0929,279.99,279.6802,649925,127078.6128,1.0627,97,96.8968,919340,136850.315,1.1766,81.69,81.4328,4243299,144610.8653,1.2762,39.68,39.6125,2019309,50044.943,1.484,42.4,42.3527,2119107,48074.8263,2.7701,3.71,3.6981,30285428,44124.135,0.8561,15.11,15.1116,4623148,24480.343,0.0797,12.55,12.5486,4262852,19516.8406,3.211,20.25,19.928,648860,11631.3361
28/11/19,0.2139,6863.998,0.3911,38.5,38.5029,4095941,183681.5836,1.0715,282.99,283.0572,659253,128440.218,0.4021,97.39,97.5913,726218,138040.2715,-0.1102,81.6,81.6997,2655672,144451.5438,-0.0756,39.65,39.7274,2005122,50007.1066,0.0236,42.41,42.5142,1797568,48086.1647,4.0431,3.86,3.8283,40914996,45908.1297,1.2574,15.3,15.3118,2742500,24788.17,0.9562,12.67,12.6666,3439128,19703.4558,1.0864,20.47,20.528,356256,11757.7013
29/11/19,-0.2582,6845.996,-0.7013,38.23,38.3815,6924466,181670.4078,0.1732,283.48,284.4639,2004507,128662.6135,-0.5031,96.9,97.1802,3328913,136459.7094,-0.9559,80.82,81.0131,4176189,143070.757,0.2774,39.76,39.8204,3913994,50145.84,-0.0943,42.37,42.4595,2721969,48040.8111,0,3.86,3.8516,36224904,45908.1297,-0.3268,15.25,15.309,2996955,24707.1629,-0.9471,12.55,12.5854,5517398,19516.8406,2.2472,20.93,20.9291,491594,12021.9193
2/12/19,0.2377,6862.267,0.2093,38.31,38.3018,3207007,181742.5709,0.9242,286.1,286.3937,1819628,129851.7487,0.6398,97.52,97.4554,1439345,136615.1951,0.7548,81.43,81.5009,2135334,144150.6031,0.0252,39.77,39.8088,3101232,50158.4521,-0.0708,42.34,42.3914,2144461,48006.7958,-0.2591,3.85,3.8613,26964720,45789.1967,-0.3279,15.2,15.2648,2219774,24626.1558,-0.0797,12.54,12.5749,2060701,19475.3901,-0.43,20.84,20.9446,400929,11970.2244
3/12/19,-2.1855,6712.294,-1.4096,37.77,37.7429,6267184,178499.7981,-2.8661,277.9,279.7187,903804,126130.0278,-0.5127,97.02,96.6318,1207610,135287.0206,-2.5666,79.34,79.6087,3917400,140450.8025,-3.3694,38.43,38.5466,3284137,48468.4264,-2.6216,41.23,41.3112,2407059,46748.2332,-3.1169,3.73,3.7469,42376271,44362.001,-2.3684,14.84,14.8684,6578741,24042.9047,-1.3557,12.37,12.3636,5566675,19211.3696,-2.8791,20.24,20.2869,579707,11625.5923
4/12/19,-1.5759,6606.512,-2.4887,36.83,36.8014,8073979,176640.1454,-0.2555,277.19,276.7511,1863890,125807.7812,-2.0511,95.03,94.7428,1627448,135136.421,-1.9284,77.81,78.0313,5003594,137742.336,-1.8475,37.72,37.6983,2849374,47572.9649,-2.1586,40.34,40.4301,2858698,45739.1154,-2.1448,3.65,3.6629,42866937,43410.5372,-0.5391,14.76,14.7347,3786789,23913.2934,-1.8593,12.14,12.1765,6274059,18854.1655,0.0494,20.25,20.2079,1103788,11631.3361
5/12/19,1.1615,6682.952,1.5748,37.41,37.3748,4522039,177763.8158,0.1876,277.71,278.1051,597386,126043.7928,0.7997,95.79,95.845,898144,134983.4352,1.041,78.62,78.6292,3434240,139176.23,0.7953,38.02,37.9446,1823607,47951.3289,1.3882,40.9,40.7633,1532566,46374.0659,1.0959,3.69,3.7085,27537444,43886.2691,1.2195,14.94,14.9471,2000173,24204.9189,1.318,12.3,12.26,3349238,19102.6553,1.4321,20.54,20.4747,785752,11797.9083
6/12/19,0.3614,6707.016,-0.1337,37.36,37.3221,2862773,179150.1805,1.1847,281,279.9038,458793,127537.0198,0,95.79,95.6615,608371,136811.1519,0.4706,78.99,78.9473,2327383,139831.2187,0.8943,38.36,38.3557,1250199,48380.1414,0.0244,40.91,40.9001,1153160,46385.4043,0.271,3.7,3.6992,10969370,44005.2021,0.4685,15.01,15.0945,1465214,24318.3288,0.4878,12.36,12.352,3255890,19195.839,0.1954,20.42,20.3864,303318,11729.6236
9/12/19,0.3431,6730.025,1.8469,38.05,37.973,4380119,181816.3044,-1.0854,277.95,278.7215,435138,126152.7212,1.7016,97.42,97.2535,1157123,138619.4091,0.3418,79.26,79.2935,1382702,140309.1833,-0.2086,38.28,38.393,1544259,48279.2444,-0.1956,40.83,40.8511,984146,46294.6971,0.5405,3.72,3.729,18240578,44243.068,1.066,15.17,15.2112,2311099,24577.5515,0.5663,12.43,12.4272,2795885,19304.5533,-1.1263,20.19,20.2588,221988,11597.5074
10/12/19,-0.3435,6706.905,1.0775,38.46,38.4237,4595433,183226.9597,0.1403,278.34,279.0545,498491,126330.5813,1.3242,98.71,98.5287,1165416,139665.2424,-0.0379,79.23,79.1955,1450289,140256.0761,-0.0784,38.25,38.2142,1456262,48241.408,-0.4898,40.63,40.6753,1352352,46067.929,-0.2688,3.71,3.7156,16072347,44124.135,-0.0659,15.16,15.1891,2940462,24561.3501,-1.0459,12.3,12.3231,2107055,19102.6553,2.5755,20.71,20.5593,298135,11896.205
11/12/19,0.6819,6752.637,0.364,38.6,38.5342,5339276,183787.286,1.3688,282.15,281.0286,644383,128059.8316,0.3951,99.1,98.912,1113408,140403.0075,1.3631,80.31,80.0893,2438700,142167.9348,0.4706,38.43,38.5151,5301830,48468.4264,0.7138,40.92,40.8865,1419670,46396.7427,1.6173,3.77,3.7592,31079350,44837.7329,0.2639,15.2,15.2098,3175647,24626.1558,-0.9756,12.18,12.2007,4647088,18916.288,-0.338,20.64,20.5958,251553,11855.9957
12/12/19,-0.6487,6708.831,0,38.6,38.5881,3904291,183755.2981,-1.0491,279.19,280.5403,730304,126716.3721,-0.0807,99.02,99.0901,1013426,140192.7734,-0.7347,79.72,79.7395,1936584,141123.4935,-1.197,37.97,37.9965,2144418,47888.2682,-0.2199,40.83,40.7958,7955248,46294.6971,-2.122,3.69,3.7075,25256899,43886.2691,0.5263,15.28,15.2986,2187609,24755.7671,-1.642,11.98,12.0056,6382920,18573.787,1.5988,20.97,20.8827,363083,12045.5537
13/12/19,0.4598,6739.677,1.943,39.35,39.3878,6519266,187151.0743,-0.3833,278.12,278.2068,557894,126230.7296,1.5956,100.6,100.8368,1491080,142156.9995,0.4265,80.06,80.1703,2800098,141725.3749,-1.4485,37.42,37.5064,2152030,47194.6009,0.2939,40.95,41.0085,1341933,46430.7579,-0.542,3.67,3.6739,14077719,43648.4031,0.589,15.37,15.3394,2489378,24901.5799,0.7513,12.07,12.0701,3799606,18713.323,-2.289,20.49,20.5955,259464,11769.8329
16/12/19,1.6326,6849.712,1.6264,39.99,39.9162,6509445,190451.7694,2.5097,285.1,284.4017,926790,129398.7524,1.173,101.78,101.6437,1034237,144424.8602,1.7487,81.46,81.2493,3266776,144203.7102,0.5612,37.63,37.6703,2577318,47459.4557,1.9536,41.75,41.676,1803773,47337.8301,1.3624,3.72,3.7144,23768947,44243.068,0.7157,15.48,15.4919,2522551,25079.7955,0.7457,12.16,12.1587,5400815,18852.859,1.4153,20.78,20.7363,346681,11936.4142
17/12/19,-0.0312,6847.284,0.5251,40.2,40.211,4720836,191119.2199,-0.1333,284.72,284.1166,813215,129226.2812,1.4934,103.3,103.0648,1652294,145137.3394,0.5401,81.9,81.6299,2402263,144982.6156,-0.2392,37.54,37.6379,2120181,47346.0544,0.0719,41.78,41.9202,2096838,47371.8453,-0.2688,3.71,3.715,26470883,44124.135,0,15.48,15.4953,2981293,25079.7955,1.6447,12.36,12.3243,14606870,19138.5099,1.3474,21.06,21.0348,339407,12097.2514
18/12/19,0.0604,6851.42,-0.3731,40.05,40.1075,6679433,190441.8971,0.8008,287,286.7748,1270254,130261.1082,-1.0261,102.24,102.3116,1259954,144502.0993,0,81.9,81.8949,3524114,144982.6156,0.9057,37.88,37.8289,3562954,47774.8679,0.6462,42.05,42.1148,3033996,47677.9822,0.2695,3.72,3.7142,23830276,44243.068,0.5814,15.57,15.6182,4623717,25225.6082,0,12.36,12.3735,3996049,19138.5099,1.8044,21.44,21.3679,302279,12315.5304
19/12/19,-0.2672,6833.114,-0.6492,39.79,39.9009,8994054,189220.9833,-1.547,282.56,284.0255,1593918,128245.9189,0.0196,102.26,102.2931,1372639,144464.0147,-0.2076,81.73,82.0393,4093135,144681.6749,-0.1056,37.84,37.8349,3200930,47724.4192,-0.3567,41.9,41.9821,4290135,47507.9061,-0.8065,3.69,3.7046,36369787,43886.2691,1.0276,15.73,15.7576,5159787,25484.8309,-1.1327,12.22,12.3084,7342839,18921.7306,1.819,21.83,21.7031,602348,12539.5536
20/12/19,-0.2458,6816.321,-0.1759,39.72,39.7141,14266042,188502.2019,-0.3858,281.47,281.6557,2406730,127751.199,1.3691,103.66,103.3645,4205823,145400.0277,-0.5873,81.25,81.2846,7478049,143831.9599,-1.5856,37.24,37.265,5201561,46967.6895,-0.2864,41.78,41.7337,6464574,47371.8453,-0.271,3.68,3.6822,30920793,43767.3361,-0.1907,15.7,15.7128,4849766,25436.2267,-0.0818,12.21,12.2134,8056018,18906.2464,-2.4279,21.3,21.4107,254811,12235.3931
